PLAYER_ID,PLAYER_NAME,TEAM,AT_BATS,HITS,DOUBLES,TRIPLES,HOME_RUNS,TOTAL_BASES,RUNS,RBI,WALKS,STRIKEOUTS,STOLEN_BASES,HBP,SAC_FLIES,PA,AVG,OBP,SLG,OPS,HRR
575929,Willson Contreras,boston red sox,144,41,4,1,9,74,21,27,17,45,1,7,2,170,0.2847222222222222,0.38235294117647056,0.5138888888888888,0.8962418300653594,89
691023,Jordan Walker,st. louis cardinals,144,41,6,0,9,74,28,23,14,47,5,2,1,161,0.2847222222222222,0.35403726708074534,0.5138888888888888,0.8679261559696342,92
665833,Oneil Cruz,pittsburgh pirates,158,39,6,0,9,72,27,30,15,61,11,1,0,174,0.2468354430379747,0.3160919540229885,0.45569620253164556,0.7717881565546341,96
664040,Brandon Lowe,pittsburgh pirates,134,34,9,0,9,70,22,25,19,34,0,1,0,154,0.2537313432835821,0.35064935064935066,0.5223880597014925,0.8730374103508431,81
689414,Liam Hicks,miami marlins,125,38,4,0,9,69,21,35,12,15,1,3,4,144,0.304,0.3680555555555556,0.552,0.9200555555555556,94
624585,Jorge Soler,los angeles angels,147,35,5,1,9,69,20,31,15,52,0,3,3,168,0.23809523809523808,0.31547619047619047,0.46938775510204084,0.7848639455782314,86
664023,Ian Happ,chicago cubs,148,32,6,1,9,67,27,20,27,55,1,2,0,177,0.21621621621621623,0.3446327683615819,0.4527027027027027,0.7973354710642846,79
678246,Miguel Vargas,chicago white sox,145,32,5,1,9,66,29,22,29,32,7,3,1,178,0.2206896551724138,0.3595505617977528,0.45517241379310347,0.8147229755908563,83
645277,Ozzie Albies,atlanta braves,160,51,8,0,8,83,31,25,15,20,0,1,4,180,0.31875,0.37222222222222223,0.51875,0.8909722222222223,107
660271,Shohei Ohtani,los angeles dodgers,148,41,9,0,8,74,28,17,29,39,4,4,2,184,0.27702702702702703,0.40437158469945356,0.5,0.9043715846994536,86
666018,Jonathan Aranda,tampa bay rays,150,40,6,0,8,70,24,33,23,43,0,1,3,177,0.26666666666666666,0.3615819209039548,0.4666666666666667,0.8282485875706215,97
802139,JJ Wetherholt,st. louis cardinals,151,39,6,0,8,69,31,20,18,29,5,6,2,177,0.2582781456953642,0.3559322033898305,0.45695364238410596,0.8128858457739365,90
671739,Michael Harris II,atlanta braves,131,40,4,0,8,68,16,24,8,27,3,0,1,140,0.3053435114503817,0.34285714285714286,0.5190839694656488,0.8619411123227917,80
606466,Ketel Marte,arizona diamondbacks,155,38,4,1,8,68,26,23,12,28,0,0,2,169,0.24516129032258063,0.2958579881656805,0.43870967741935485,0.7345676655850353,87
693307,Dillon Dingler,detroit tigers,126,34,9,0,8,67,16,31,9,24,0,3,0,140,0.2698412698412698,0.3333333333333333,0.5317460317460317,0.8650793650793651,81
680776,Jarren Duran,boston red sox,141,33,6,1,8,65,25,26,14,39,7,1,1,157,0.23404255319148937,0.3057324840764331,0.46099290780141844,0.7667253918778516,84
679529,Spencer Torkelson,detroit tigers,134,30,9,0,8,63,14,18,21,49,0,2,0,157,0.22388059701492538,0.3375796178343949,0.4701492537313433,0.8077288715657382,62
665742,Juan Soto,new york mets,97,32,4,0,8,60,16,19,15,18,1,0,0,113,0.32989690721649484,0.41964285714285715,0.6185567010309279,1.038199558173785,67
669477,Casey Schmitt,san francisco giants,134,40,8,1,7,71,16,21,5,28,4,3,1,143,0.29850746268656714,0.3356643356643357,0.5298507462686567,0.8655150819329924,77
624413,Pete Alonso,baltimore orioles,154,38,11,0,7,70,29,22,22,41,2,1,0,177,0.24675324675324675,0.3446327683615819,0.45454545454545453,0.7991782229070364,89
608070,José Ramírez,cleveland guardians,156,34,11,0,7,66,23,20,27,25,13,0,1,184,0.21794871794871795,0.33152173913043476,0.4230769230769231,0.7545986622073578,77
687263,Zach Neto,los angeles angels,167,34,9,0,7,64,26,18,23,61,7,3,0,193,0.20359281437125748,0.31088082901554404,0.38323353293413176,0.6941143619496758,78
686797,Brooks Lee,minnesota twins,132,36,4,1,7,63,19,24,9,31,2,1,0,142,0.2727272727272727,0.323943661971831,0.4772727272727273,0.8012163892445583,79
669394,Jake Burger,texas rangers,161,35,7,0,7,63,16,23,10,48,0,1,1,173,0.21739130434782608,0.2658959537572254,0.391304347826087,0.6572003015833123,74
641343,Jake Bauers,milwaukee brewers,134,34,6,0,7,61,25,27,17,34,3,1,0,152,0.2537313432835821,0.34210526315789475,0.4552238805970149,0.7973291437549097,86
571448,Nolan Arenado,arizona diamondbacks,125,34,5,0,7,60,19,22,8,29,0,1,1,135,0.272,0.31851851851851853,0.48,0.7985185185185185,75
621020,Dansby Swanson,chicago cubs,134,27,3,1,7,53,28,26,23,35,3,1,3,161,0.20149253731343283,0.3167701863354037,0.39552238805970147,0.7122925743951052,81
663728,Cal Raleigh,seattle mariners,133,24,4,0,7,49,13,18,16,46,2,0,2,151,0.18045112781954886,0.26490066225165565,0.3684210526315789,0.6333217148832346,55
687221,Dalton Rushing,los angeles dodgers,57,18,2,0,7,41,13,17,4,16,0,3,0,64,0.3157894736842105,0.390625,0.7192982456140351,1.109923245614035,48
681624,Andy Pages,los angeles dodgers,155,48,9,1,6,77,21,29,10,35,6,1,3,169,0.3096774193548387,0.34911242603550297,0.4967741935483871,0.8458866195838901,98
650490,Yandy Díaz,tampa bay rays,143,49,7,1,6,76,25,29,16,18,1,6,0,165,0.34265734265734266,0.4303030303030303,0.5314685314685315,0.9617715617715618,103
518692,Freddie Freeman,los angeles dodgers,160,45,11,1,6,76,16,25,13,28,0,1,2,176,0.28125,0.3352272727272727,0.475,0.8102272727272727,86
545121,Ildemaro Vargas,arizona diamondbacks,130,46,7,2,6,75,22,24,4,12,0,0,1,137,0.35384615384615387,0.37037037037037035,0.5769230769230769,0.9472934472934472,92
641355,Cody Bellinger,new york yankees,141,41,11,2,6,74,24,29,23,22,4,0,3,167,0.2907801418439716,0.38323353293413176,0.524822695035461,0.9080562279695927,94
668930,Brice Turang,milwaukee brewers,137,41,9,2,6,72,33,26,32,37,7,0,1,171,0.29927007299270075,0.4294117647058823,0.5255474452554745,0.9549592099613569,100
800050,Chase DeLauter,cleveland guardians,137,42,8,1,6,70,17,25,19,19,2,0,1,157,0.30656934306569344,0.3885350318471338,0.5109489051094891,0.8994839369566229,84
677594,Julio Rodríguez,seattle mariners,172,43,8,0,6,69,21,20,13,41,3,2,0,187,0.25,0.31016042780748665,0.4011627906976744,0.711323218505161,84
607208,Trea Turner,philadelphia phillies,163,40,8,0,6,66,27,15,14,35,7,0,0,177,0.24539877300613497,0.3050847457627119,0.4049079754601227,0.7099927212228345,82
676475,Alec Burleson,st. louis cardinals,146,40,8,0,6,66,21,30,18,24,1,2,1,167,0.273972602739726,0.3592814371257485,0.4520547945205479,0.8113362316462964,91
642715,Willy Adames,san francisco giants,157,35,13,0,6,66,17,12,9,51,1,1,0,167,0.2229299363057325,0.2694610778443114,0.42038216560509556,0.689843243449407,64
656811,Ryan O'Hearn,pittsburgh pirates,127,39,5,0,6,62,21,25,16,29,1,2,2,147,0.30708661417322836,0.3877551020408163,0.4881889763779528,0.8759440784187691,85
593428,Xander Bogaerts,san diego padres,144,37,2,0,6,57,17,20,17,26,4,0,0,161,0.2569444444444444,0.33540372670807456,0.3958333333333333,0.7312370600414079,74
521692,Salvador Perez,kansas city royals,155,33,5,0,6,56,15,17,6,34,0,5,1,167,0.2129032258064516,0.2634730538922156,0.36129032258064514,0.6247633764728607,65
669236,Jeremiah Jackson,baltimore orioles,125,32,4,0,6,54,11,24,2,28,1,1,1,129,0.256,0.2713178294573643,0.432,0.7033178294573643,67
663586,Austin Riley,atlanta braves,157,30,6,0,6,54,21,26,15,47,3,3,2,177,0.1910828025477707,0.2711864406779661,0.34394904458598724,0.6151354852639533,77
694212,Samuel Basallo,baltimore orioles,108,29,5,1,6,54,13,16,11,32,0,0,0,119,0.26851851851851855,0.33613445378151263,0.5,0.8361344537815126,58
673548,Seiya Suzuki,chicago cubs,104,31,2,0,6,51,17,14,14,30,0,2,1,121,0.2980769230769231,0.3884297520661157,0.49038461538461536,0.878814367450731,62
608369,Corey Seager,texas rangers,126,26,6,0,6,50,20,17,19,39,1,1,2,148,0.20634920634920634,0.3108108108108108,0.3968253968253968,0.7076362076362076,63
669357,Nolan Gorman,st. louis cardinals,126,28,3,0,6,49,13,23,13,39,0,0,3,142,0.2222222222222222,0.2887323943661972,0.3888888888888889,0.6776212832550861,64
592518,Manny Machado,san diego padres,136,27,4,0,6,49,20,20,20,35,1,0,2,158,0.19852941176470587,0.2974683544303797,0.3602941176470588,0.6577624720774385,67
694208,Moisés Ballesteros,chicago cubs,91,26,5,0,6,49,14,18,10,17,0,0,1,102,0.2857142857142857,0.35294117647058826,0.5384615384615384,0.8914027149321266,58
681481,Kerry Carpenter,detroit tigers,101,24,3,2,6,49,11,16,11,40,0,2,1,115,0.2376237623762376,0.3217391304347826,0.48514851485148514,0.8068876452862677,51
663993,Nathaniel Lowe,cincinnati reds,88,23,7,0,6,48,11,20,11,21,0,0,0,99,0.26136363636363635,0.3434343434343434,0.5454545454545454,0.8888888888888888,54
695600,Carter Jensen,kansas city royals,125,26,3,0,6,47,16,17,15,45,0,1,1,142,0.208,0.29577464788732394,0.376,0.6717746478873239,59
670042,Luke Raley,seattle mariners,103,24,5,0,6,47,12,16,7,42,0,3,0,114,0.23300970873786409,0.3008849557522124,0.4563106796116505,0.7571956353638629,52
682985,Riley Greene,detroit tigers,149,47,11,0,5,73,26,24,23,48,1,2,0,174,0.31543624161073824,0.41379310344827586,0.4899328859060403,0.9037259893543161,97
677800,Wilyer Abreu,boston red sox,156,47,6,1,5,70,19,20,19,33,3,0,0,175,0.30128205128205127,0.37714285714285717,0.44871794871794873,0.8258608058608059,86
607043,Brandon Nimmo,texas rangers,152,44,7,1,5,68,20,16,14,36,2,5,1,172,0.2894736842105263,0.36627906976744184,0.4473684210526316,0.8136474908200735,80
666176,Jo Adell,los angeles angels,172,43,3,0,5,61,16,22,4,37,3,4,1,181,0.25,0.281767955801105,0.3546511627906977,0.6364191185918027,81
666182,Bo Bichette,new york mets,168,40,6,0,5,61,22,23,11,32,1,0,2,181,0.23809523809523808,0.281767955801105,0.3630952380952381,0.6448631938963431,85
668715,Spencer Steer,cincinnati reds,137,37,8,0,5,60,17,12,13,37,2,3,1,154,0.27007299270072993,0.34415584415584416,0.43795620437956206,0.7821120485354063,66
701762,Nick Kurtz,athletics,143,36,8,0,5,59,24,23,38,56,4,0,0,181,0.2517482517482518,0.4088397790055249,0.4125874125874126,0.8214271915929374,83
605137,Josh Bell,minnesota twins,145,37,6,0,5,58,24,23,15,31,0,1,1,162,0.25517241379310346,0.3271604938271605,0.4,0.7271604938271605,84
682657,Angel Martínez,cleveland guardians,124,34,7,1,5,58,15,19,4,22,5,2,1,134,0.27419354838709675,0.3053435114503817,0.46774193548387094,0.7730854469342526,68
695506,Jac Caglianone,kansas city royals,127,33,7,1,5,57,16,11,13,46,0,2,0,142,0.25984251968503935,0.3380281690140845,0.44881889763779526,0.7868470666518798,60
647304,Josh Naylor,seattle mariners,156,38,3,0,5,56,11,19,13,28,8,1,1,172,0.24358974358974358,0.30409356725146197,0.358974358974359,0.663067926225821,68
671056,Iván Herrera,st. louis cardinals,141,34,7,0,5,56,22,20,28,30,1,7,1,177,0.24113475177304963,0.3898305084745763,0.3971631205673759,0.7869936290419521,76
657656,Ramón Laureano,san diego padres,133,31,5,2,5,55,16,19,11,45,5,1,2,147,0.23308270676691728,0.2925170068027211,0.41353383458646614,0.7060508413891873,66
668939,Adley Rutschman,baltimore orioles,95,29,8,0,5,52,13,21,9,13,0,0,1,105,0.30526315789473685,0.3619047619047619,0.5473684210526316,0.9092731829573935,63
606192,Teoscar Hernández,los angeles dodgers,127,30,5,0,5,50,19,19,14,40,1,0,2,143,0.23622047244094488,0.3076923076923077,0.3937007874015748,0.7013930950938825,68
665862,Jazz Chisholm Jr.,new york yankees,134,30,4,0,5,49,18,15,16,41,10,0,1,151,0.22388059701492538,0.304635761589404,0.3656716417910448,0.6703074033804488,63
681082,Bryson Stott,philadelphia phillies,123,26,4,2,5,49,11,16,7,23,6,1,0,133,0.21138211382113822,0.2595419847328244,0.3983739837398374,0.6579159684726619,53
701675,Nathan Church,st. louis cardinals,106,27,4,0,5,46,14,16,3,27,3,1,2,112,0.25471698113207547,0.2767857142857143,0.4339622641509434,0.7107479784366577,57
642086,Dominic Smith,atlanta braves,79,25,2,1,5,44,14,20,4,14,0,1,1,86,0.31645569620253167,0.35294117647058826,0.5569620253164557,0.9099032017870439,59
663757,Trent Grisham,new york yankees,117,22,6,0,5,43,26,20,26,22,3,0,2,145,0.18803418803418803,0.3310344827586207,0.36752136752136755,0.6985558502799882,68
641857,Ryan McMahon,new york yankees,97,22,2,0,5,39,12,14,9,31,2,0,0,106,0.2268041237113402,0.29245283018867924,0.4020618556701031,0.6945146858587823,48
596142,Gary Sánchez,milwaukee brewers,74,15,2,1,5,34,11,14,17,19,0,1,0,92,0.20270270270270271,0.358695652173913,0.4594594594594595,0.8181551116333725,40
666139,Josh Lowe,los angeles angels,103,16,2,0,5,33,8,14,5,32,1,1,1,111,0.1553398058252427,0.2,0.32038834951456313,0.5203883495145631,38
667670,Brent Rooker,athletics,90,16,1,0,5,32,10,16,8,31,2,0,2,100,0.17777777777777778,0.24,0.35555555555555557,0.5955555555555556,42
668709,JJ Bleday,cincinnati reds,47,13,4,0,5,32,9,9,8,11,0,0,1,56,0.2765957446808511,0.375,0.6808510638297872,1.0558510638297873,31
672640,Otto Lopez,miami marlins,164,59,9,2,4,84,27,17,8,30,8,3,1,176,0.3597560975609756,0.3977272727272727,0.5121951219512195,0.9099223946784922,103
669364,Xavier Edwards,miami marlins,156,52,8,2,4,76,29,14,24,17,7,0,0,181,0.3333333333333333,0.4222222222222222,0.48717948717948717,0.9094017094017094,95
673962,Josh Jung,texas rangers,143,48,14,0,4,74,17,22,14,22,1,1,1,159,0.3356643356643357,0.39622641509433965,0.5174825174825175,0.9137089325768571,87
663538,Nico Hoerner,chicago cubs,159,48,11,0,4,71,20,29,19,16,7,4,3,185,0.3018867924528302,0.3837837837837838,0.44654088050314467,0.8303246642869284,97
682998,Corbin Carroll,arizona diamondbacks,132,35,9,6,4,68,25,19,19,40,4,1,2,154,0.26515151515151514,0.35714285714285715,0.5151515151515151,0.8722943722943723,79
668227,Randy Arozarena,seattle mariners,154,40,11,1,4,65,30,15,18,42,11,6,2,180,0.2597402597402597,0.35555555555555557,0.42207792207792205,0.7776334776334777,85
668804,Bryan Reynolds,pittsburgh pirates,143,36,8,2,4,60,29,26,31,47,1,4,1,179,0.2517482517482518,0.39664804469273746,0.4195804195804196,0.816228464273157,91
608324,Alex Bregman,chicago cubs,165,39,6,1,4,59,15,14,20,30,1,1,1,187,0.23636363636363636,0.32085561497326204,0.3575757575757576,0.6784313725490196,68
669016,Brandon Marsh,philadelphia phillies,126,39,7,0,4,58,18,18,6,31,4,1,2,135,0.30952380952380953,0.34074074074074073,0.4603174603174603,0.801058201058201,75
702284,Cole Young,seattle mariners,149,39,5,1,4,58,24,21,16,38,2,3,1,170,0.26174496644295303,0.3431952662721893,0.38926174496644295,0.7324570112386323,84
681198,TJ Rumfield,colorado rockies,144,37,6,1,4,57,13,22,14,25,0,1,2,161,0.2569444444444444,0.32298136645962733,0.3958333333333333,0.7188146997929606,72
701538,Jackson Merrill,san diego padres,147,37,8,0,4,57,23,18,11,37,8,1,0,161,0.25170068027210885,0.3081761006289308,0.3877551020408163,0.6959312026697471,78
691016,Tyler Soderstrom,athletics,141,31,12,1,4,57,18,22,18,34,1,0,1,160,0.2198581560283688,0.30625,0.40425531914893614,0.7105053191489361,71
663656,Kyle Tucker,los angeles dodgers,151,36,8,0,4,56,25,21,22,34,4,0,2,175,0.23841059602649006,0.3314285714285714,0.3708609271523179,0.7022894985808893,82
662139,Daulton Varsho,toronto blue jays,138,35,8,0,4,55,16,10,11,29,3,2,0,151,0.2536231884057971,0.31788079470198677,0.39855072463768115,0.716431519339668,61
609280,Miguel Andujar,san diego padres,103,31,7,2,4,54,11,13,4,20,1,1,0,108,0.30097087378640774,0.3333333333333333,0.5242718446601942,0.8576051779935274,55
666126,Carlos Cortes,athletics,88,33,6,1,4,53,11,13,13,9,0,2,0,103,0.375,0.46601941747572817,0.6022727272727273,1.0682921447484555,57
670623,Isaac Paredes,houston astros,131,33,7,0,4,52,17,17,14,26,0,5,0,150,0.25190839694656486,0.3466666666666667,0.3969465648854962,0.7436132315521629,67
676609,José Caballero,new york yankees,127,32,6,0,4,50,17,13,7,29,14,3,0,137,0.25196850393700787,0.30656934306569344,0.3937007874015748,0.7002701304672683,62
672724,Oswald Peraza,los angeles angels,112,31,7,0,4,50,12,9,7,29,6,4,0,124,0.2767857142857143,0.34146341463414637,0.44642857142857145,0.7878919860627178,52
660821,Jesús Sánchez,toronto blue jays,122,32,5,0,4,49,11,17,6,24,1,2,3,133,0.26229508196721313,0.3007518796992481,0.4016393442622951,0.7023912239615432,60
701358,Cam Smith,houston astros,139,31,6,0,4,49,18,17,14,43,4,3,2,159,0.22302158273381295,0.3037974683544304,0.35251798561151076,0.6563154539659412,66
696285,Jacob Young,washington nationals,130,29,6,0,4,47,13,19,6,28,2,2,0,139,0.2230769230769231,0.26811594202898553,0.36153846153846153,0.6296544035674471,61
682177,Daniel Schneemann,cleveland guardians,104,28,7,0,4,47,13,14,10,32,2,0,0,114,0.2692307692307692,0.3333333333333333,0.4519230769230769,0.7852564102564102,55
686469,Vinnie Pasquantino,kansas city royals,145,26,4,2,4,46,15,19,18,37,1,1,4,168,0.1793103448275862,0.26785714285714285,0.31724137931034485,0.5850985221674877,60
701807,Carson Benge,new york mets,126,29,4,0,4,45,19,14,12,28,6,0,0,138,0.23015873015873015,0.2971014492753623,0.35714285714285715,0.6542443064182195,62
691781,Brady House,washington nationals,121,28,4,0,4,44,15,16,11,40,1,0,0,132,0.23140495867768596,0.29545454545454547,0.36363636363636365,0.6590909090909092,59
668901,Mark Vientos,new york mets,110,26,6,0,4,44,12,14,6,28,0,0,1,117,0.23636363636363636,0.27350427350427353,0.4,0.6735042735042736,52
680777,Ryan Jeffers,minnesota twins,94,26,4,1,4,44,19,21,16,19,1,1,1,113,0.2765957446808511,0.38392857142857145,0.46808510638297873,0.8520136778115501,66
657757,Gavin Sheets,san diego padres,114,23,9,0,4,44,13,12,7,31,2,1,0,122,0.20175438596491227,0.2540983606557377,0.38596491228070173,0.6400632729364395,48
687462,Spencer Horwitz,pittsburgh pirates,110,27,4,0,4,43,14,15,18,16,0,1,2,131,0.24545454545454545,0.3511450381679389,0.39090909090909093,0.7420541290770298,56
686527,Dominic Canzone,seattle mariners,83,23,8,0,4,43,13,14,9,21,1,2,1,95,0.27710843373493976,0.35789473684210527,0.5180722891566265,0.8759670259987318,50
678554,Curtis Mead,washington nationals,93,22,7,0,4,41,15,15,11,18,2,1,0,105,0.23655913978494625,0.3238095238095238,0.44086021505376344,0.7646697388632873,52
641487,J.P. Crawford,seattle mariners,117,25,3,0,4,40,18,11,23,29,1,3,0,143,0.21367521367521367,0.35664335664335667,0.3418803418803419,0.6985236985236986,54
686681,Michael Massey,kansas city royals,80,21,7,0,4,40,10,12,4,22,1,0,2,86,0.2625,0.29069767441860467,0.5,0.7906976744186047,43
592626,Joc Pederson,texas rangers,97,24,2,0,4,38,16,11,15,24,0,1,3,117,0.24742268041237114,0.3448275862068966,0.3917525773195876,0.7365801635264841,51
553993,Eugenio Suárez,cincinnati reds,100,23,3,0,4,38,11,13,12,34,0,0,1,113,0.23,0.30973451327433627,0.38,0.6897345132743362,47
682626,Francisco Alvarez,new york mets,96,22,4,0,4,38,9,8,9,24,0,2,1,110,0.22916666666666666,0.3055555555555556,0.3958333333333333,0.7013888888888888,39
665019,Kody Clemens,minnesota twins,101,20,4,0,4,36,14,10,13,30,3,3,0,118,0.19801980198019803,0.3076923076923077,0.3564356435643564,0.6641279512566641,44
656484,Tristan Gray,minnesota twins,70,18,1,0,4,31,10,18,5,22,0,1,2,79,0.2571428571428571,0.3076923076923077,0.44285714285714284,0.7505494505494505,46
642708,Amed Rosario,new york yankees,67,16,1,1,4,31,7,14,5,15,0,0,2,74,0.23880597014925373,0.28378378378378377,0.4626865671641791,0.7464703509479629,37
677951,Bobby Witt Jr.,kansas city royals,167,47,13,1,3,71,18,16,18,35,14,1,2,188,0.281437125748503,0.35106382978723405,0.4251497005988024,0.7762135303860365,81
661388,William Contreras,milwaukee brewers,150,45,8,0,3,62,24,25,15,16,1,0,2,167,0.3,0.3592814371257485,0.41333333333333333,0.7726147704590818,94
805367,Chase Meidroth,chicago white sox,149,42,8,0,3,59,26,10,18,41,1,0,1,171,0.28187919463087246,0.35714285714285715,0.3959731543624161,0.7531160115052733,78
672580,Maikel Garcia,kansas city royals,150,37,10,1,3,58,19,13,14,27,4,0,2,166,0.24666666666666667,0.3072289156626506,0.38666666666666666,0.6938955823293173,69
695734,Daylen Lile,washington nationals,165,38,10,0,3,57,24,16,15,33,1,0,2,182,0.23030303030303031,0.29120879120879123,0.34545454545454546,0.6366633366633367,78
646240,Rafael Devers,san francisco giants,157,36,11,0,3,56,14,16,12,51,0,0,2,171,0.22929936305732485,0.2807017543859649,0.35668789808917195,0.6373896524751368,66
660670,Ronald Acuña Jr.,atlanta braves,141,36,9,1,3,56,22,11,25,35,8,3,2,171,0.2553191489361702,0.3742690058479532,0.3971631205673759,0.7714321264153291,69
694384,Nolan Schanuel,los angeles angels,144,36,10,0,3,55,12,20,11,24,0,2,2,159,0.25,0.3081761006289308,0.3819444444444444,0.6901205450733752,68
683737,Michael Busch,chicago cubs,146,35,9,1,3,55,17,21,23,39,0,4,2,175,0.23972602739726026,0.35428571428571426,0.3767123287671233,0.7309980430528376,73
691718,Pete Crow-Armstrong,chicago cubs,155,35,5,2,3,53,24,14,11,50,7,2,0,169,0.22580645161290322,0.2857142857142857,0.3419354838709677,0.6276497695852534,73
665926,Andrés Giménez,toronto blue jays,132,35,6,1,3,52,11,19,8,22,6,1,1,143,0.26515151515151514,0.30985915492957744,0.3939393939393939,0.7037985488689713,65
804606,Konnor Griffin,pittsburgh pirates,118,34,5,2,3,52,18,17,9,35,7,3,1,131,0.288135593220339,0.3511450381679389,0.4406779661016949,0.7918230042696338,69
621043,Carlos Correa,houston astros,122,34,8,0,3,51,22,16,18,26,1,0,1,141,0.2786885245901639,0.36879432624113473,0.4180327868852459,0.7868271131263807,72
677587,Brayan Rocchio,cleveland guardians,131,34,6,1,3,51,19,20,14,16,3,2,0,149,0.2595419847328244,0.3401360544217687,0.3893129770992366,0.7294490315210054,73
671218,Heliot Ramos,san francisco giants,126,32,8,1,3,51,12,15,7,38,0,0,1,134,0.25396825396825395,0.291044776119403,0.40476190476190477,0.6958066808813077,59
514888,Jose Altuve,houston astros,133,32,9,0,3,50,22,9,17,30,1,0,0,151,0.24060150375939848,0.32666666666666666,0.37593984962406013,0.7026065162907268,63
643217,Andrew Benintendi,chicago white sox,127,30,5,2,3,48,12,20,7,43,1,0,2,136,0.23622047244094488,0.27205882352941174,0.3779527559055118,0.6500115794349235,62
666969,Adolis García,philadelphia phillies,141,30,5,1,3,46,10,13,13,43,2,2,3,159,0.2127659574468085,0.2830188679245283,0.3262411347517731,0.6092600026763013,53
543760,Marcus Semien,new york mets,145,31,5,0,3,45,12,17,11,33,4,1,3,161,0.21379310344827587,0.26875,0.3103448275862069,0.5790948275862069,60
681393,Connor Norby,miami marlins,126,27,8,0,3,44,9,12,15,42,3,6,1,148,0.21428571428571427,0.32432432432432434,0.3492063492063492,0.6735306735306735,48
